74,直流单臂电桥的主要技术特性是准确度和测量范围。,T
75,信号发生器由单片机控制的函数发生器产生信号的频率及幅值，并能测试输入信号的频率。,T
76,晶体管毫伏表是一种测量音频正弦电压的电子仪表。,T
77,三端集成稳压电路选用时既要考虑输出电压，又要考虑输出电流的最大值。,T
78,普通晶闸管是四层半导体结构。,T
79,单结晶体管只有一个PN结，符号与普通二极管一样。,F
80,交流负反馈能改善交流性能指标，不影响电路放大倍数。,F
81,功率放大电路要求功率大，非线性失真小，效率高低没有关系。,F
82,常用逻辑门电路的逻辑功能由基本逻辑门组成。,T
83,低压断路器类型的选择依据是使用场合和保护要求。,T
84,交流接触器与直流接触器可以互相替换。,F
85,中间继电器可在电流20A以下的电路中替代接触器。,F
86,压力继电器与压力传感器没有区别。,F
87,直流电动机的转子由电枢铁心、绕组、换向器和电刷装置等组成。,F
88,三相异步电动机的位置控制电路中是由位置开关控制启动的。,F
89,M7130平面磨床的三台电动机都不能启动的大多原因是整流变压器没有输出电压，使电动机的控制电路处于断电状态。,F
90,C6150车床电气控制线路中的变压器安装在配电板上。,T
91,采用集成电路技术和SMT表面安装工艺而制造的新一代光电开关器件，具有延时、展宽、外同步、抗相互干扰、可靠性高、工作区域稳定和自诊断等智能化功能。,T
92,当被检测物体的表面光亮或其反光率极高时，漫反射式光电开关是首选的检测模式。,T
93,当检测体为金属材料时，应选用电容型接近开关。,F
94,在一般的工业生产场所，选用高频振荡型或电容型接近开关性价比较高。,T
95,磁性开关一般在磁铁接近干簧管10mm左右时，开关触点发出动作信号。,T
96,增量式光电编码器安装时可以给轴施加直接的冲击力来固定。,F
97,FX2N系列可编程序控制器的地址是按十进制编制的。,F
98,I/O点数、用户存储器类型、容量等都属于可编程序控制器的技术参数。,T
99,FX2N可编程序控制器DC输入型是低电平有效。,T
100,FX2N PLC 共有256个定时器。,T
101,变频调速性能优异、调速范围大、平滑性好、低速特性较硬，是绕线式转子异步电动机的一种理想调速方法。,F
102,职业纪律中包括群众纪律。,T
103,企业员工在生产经营活动中，只要着装整洁就行，不一定要穿名贵服装。,T
104,变压器的绕组可以分为壳式和芯式两种。,F
105,读图的基本步骤有：图样说明，看电路图，看安装接线图。,T
106,二极管的图形符号表示正偏导通时的方向。,T
107,晶体管可以把小电流放大成大电流。,T
108,常用于测量各种电量和磁量的仪器仪表称为电工仪表。,T
109,测量电流时，要根据电流大小选择适当量程的电流表，不能使电流大于电流表的最大量程。,T
110,喷灯是一种利用燃烧对工件进行加工的工具，常用于锡焊。,F
111,当生产要求必须使用电热器时，应将其安装在非燃烧材料的底板上。,T
112,对于每个职工来说，质量管理的主要内容有岗位的质量要求，质量目标，质量保证措施和质量责任等。,T
113,劳动者具有在劳动中获得劳动安全和劳动卫生保护的权利。,T
114,直流单臂电桥的主要技术特性是准确度和测量范围。,T
115,直流双臂电桥的测量范围为0.01～11Ω。,F
116,三端集成稳压电路选用时既要考虑输出电压，又要考虑输出电流的最大值。,T
117,逻辑门电路的平均延迟时间越长越好。,F
118,双向晶闸管是四层半导体结构。,F
119,普通晶闸管的额定电流是以工频正弦电流的有效值来表示的。,F
120,单结晶体管有三个电极，符号与三极管一样。,F
121,分立元件的多级放大电路的耦合方式通常采用阻容耦合。,T
122,串联型稳压电路输出电压可调，带负载能力强。,T
123,单相半波可控整流电路电感性负载，控制角α的移相范围是0～180°。,F
124,晶闸管可用串联压敏电阻的方法实现过压保护。,F
125,Y接法的异步电动机可选用两相结构的热继电器。,T
126,通电延时型与断电延时型时间继电器的基本功能一样，可以互换。,F
127,直流电动机结构简单、价格便宜、制造方便、调速性能好。,F
128,M7130平面磨床的主电路中有三个接触器。,F
129,M7130平面磨床的电磁吸盘无吸力时，首先要检查热继电器是否动作了。,F
130,C6150车床控制电路中有4个普通按钮。,T
131,Z3040摇臂钻床中行程开关SQ2安装位置不当或发生移动时会造成摇臂不能升降。,T
132,Z3040摇臂钻床中摇臂不能升降的原因是液压泵转向不对时，应更换液压泵。,F
133,光电开关在结构上可分为发射器与接收器两部分。,F
134,接近开关又称无触点行程开关，因此在电路中的符号与行程开关有区别。,T
135,永久磁铁和干簧管可以构成磁性开关。,T
136,磁性开关可以用于检测电磁场的强度。,F
137,增量式光电编码器主要由光源、码盘、检测光栅、光电检测器件和转换电路组成。,T
138,PLC不能应用于过程控制。,F
139,把可编程序控制器作为下位机，与其上级的可编程序控制器或上位机进行通信，可以完成数据的处理和信息交换。,F
140,直流串励电动机的电源极性反接时，电动机会反转。,F
141,绕线式异步电动机转子串电阻启动线路中，一般用电位器做启动电阻。,F
142,M7130平面磨床的主电路中有三台电动机。,T
143,M7130平面磨床的电磁吸盘无吸力时，首先要检查热继电器是否动作了。,F
144,C6150车床的主电路中有3台电动机。,F
145,C6150车床主轴电动机反转时，主轴的转向也跟着改变。,F
146,Z3040摇臂钻床加工螺纹时主轴需要正反转，因此主轴电动机需要正反转控制。,F
147,Z3040摇臂钻床的主轴电动机由接触器KM1和KM2控制正反转。,F
148,Z3040摇臂钻床中行程开关SQ2安装位置不当或发生移动时会造成摇臂不能升降。,T
149,电磁感应式接近开关由感应头、振荡器、开关器、输出电路等组成。,T
150,高频振荡电感型接近开关是利用铁磁材料靠近感应头时，改变高频振荡线圈回路的振荡频率，从而发出触发信号，驱动执行元件动作。,T
151,增量式光电编码器安装时可以给轴施加直接的冲击力来固定。,F
152,可编程序控制器的程序由编程器送入处理器中的控制器，可以方便地读出、检查与修改。,F
153,可编程序控制器的工作过程是周期循环扫描工作过程，其工作过程主要分为三个阶段。,T
154,PLC控制的电动机自动往返线路中，交流接触器线圈电路中不需要使用触点硬件互锁。,F
155,软启动器的启动转矩比变频启动方式大。,F
156,软启动器可用于频繁或不频繁启动，建议每小时不超过120次。,F
157,过电流保护的作用是：一旦有大电流产生威胁晶闸管时，能在允许时间内快速地将过电流切断，以防晶闸管损坏。,T
158,MGB1420电动机空载通电调试时，给定电压信号逐渐上升时，电动机速度应平滑上升，且无振动、无噪声等异常情况。否则反复调节RP6，直至最佳状态为止。,F
159,20/5t桥式起重机加载试车调试时，非调试人员应离开现场，进入安全区。,T
160,感应电流产生的磁通不阻碍原磁通的变化。,F
161,测量电路中的电阻值时，应将被测电路的电源切断，如果电路中有电容器，应先放电后才能测量。切勿在电路带电的情况下测量电阻。,T
162,X6132型万能铣床工作台纵向移动由横向操作手柄来控制。,F
163,X6132型万能铣床限位开关的安装时，要将限位开关放置在撞块安全撞压区外，并固定牢固。,F
164,生态破坏是指由于环境污染和破坏，对多数人的健康、生命、财产造成的公共性危害。,F
165,当X6132型万能铣床工作台不能快速进给时，经检查KM2已吸合，则应检查KM3的主触点是否接触不良。,F
166,X6132型万能铣床线路导线与端子连接时，根据实际需要，连接导线可走架空线。,F
167,市场经济时代，勤劳是需要的，而节俭则不宜提倡。,F
168,在MGB1420万能磨床中，对于单结晶体管来说，选得太大脉冲幅度会不够高。,F
169,钻夹头用来装夹直径12mm以下的钻头。,F
170,X6132型万能铣主轴在变速时，为了便于齿轮易于啮合，需使主轴电动机长时间转动。,F
171,MGB1420万能磨床试车调试时，将SA1开关转到“试”的位置，中间继电器KA1就接通电位器RP6。,T
172,CA6140型车床的公共控制回路是1号线。,F
173,X6132型万能铣床工作台变换进给速度时，当蘑菇形手柄向前拉至极端位置且在反向推回之前借孔盘推动行程开关SQ6，瞬时接通接触器KM3，则进给电动机作瞬时转动，使齿轮容易啮合。,T
174,20/5t桥式起重机保护功能校验与零位启动校验两者步骤不同。,F
175,技术人员以电气原理图、安装接线图和平面布置图最为重要。,F
176,电解电容有正、负极，使用时负极接高电位，正极接低电位。,F
177,整台电动机一次更换半数以上的电刷之后，最好先空载或轻载运行6h，使电刷有较好的配合后再满载运行。,F
178,电气测绘一般要求严格按规定步骤进行。,T
179,按仪表的测量对象上分，电压表可以分为直流电流表和交流电流表。,F
180,电动机受潮，绝缘电阻下降，可进行烘干处理。,T
181,电动机轴承损坏或内部被异物卡死，需清洗或更换电动机轴承或检修、清理电动机。 ( X   ,T
182,小容量晶体管调速器电路由于主回路串接了平波电抗器Ld，故电流输出波形得到改善。,T
183,X6132型万能铣床工作台升降（上、下）和横向（前、后）移动调试时，通过调整操纵手柄联动机构及限位开关SQ1和SQ4的位置，使开关可靠地动作。,F
184,MGB1420电动机空载通电调试时，把电动机转速调到700～800r/min的范围内，加大电动机负载使电流值达到额定电流的2.4倍。,F
185,通电直导体在磁场中所受力方向，可以通过左手定则来判断。,T
186,功率表应串接在正弦交流电路中，用来测量电路的视在功率。,F
187,二极管的图形符号表示正偏导通时的方向。,T
188,常用于测量各种电量和磁量的仪器仪表称为电工仪表。,T
189,一般绝缘材料的电阻都在兆欧以上，因此兆欧表标度尺的单位以千欧表示。,F
190,磁性材料主要分为铁磁材料与软磁材料两大类。,F
191,触电是指电流流过人体时对人体产生生理和病理伤害。,T
192,绕线式电动机转子的导线允许电流是不能按电动机的工作制确定。,F
193,部分电路欧姆定律反映了在含电源的一段电路中，电流与这段电路两端的电压及电阻的关系。,F
194,使用三只功率表测量，当出现表针反偏现象时，可继续测量不会对测量结果产生影响。,F
195,X6132型万能铣床工作台向后、向上压SQ4手柄时，工作台仍不能按选择方向作进给运动。,F
196,20/5t桥式起重机主钩下降控制线路校验时，首先断开电源，然后将电动机连接线封接并妥善处理，防止碰线或短路。,F
197,当X6132型万能铣床工作台不能快速进给时，经检查KM2已吸合，则应检查KM3的主触点是否接触不良。,F
198,非重要回路的2.5级电流表容许使用3.0级的电流互感器。,T
199,劳动安全卫生管理制度对未成年工给予了特殊的劳动保护，这其中的未成年工是指年满16周岁未满18周岁的人。,T
200,若用测量换向片压降的方法来检查波形绕组开路故障时，当测量到开路的线圈时，毫伏表或是没有读数，或是指示数显著减小。,F
201,二极管具有单向导电性，是线性元件。,F
202,电伤伤害是造成触电死亡的主要原因，是最严重的触电事故。,F
203,分析控制电路时，如线路较复杂，则可先排除照明、显示等与控制关系不密切的电路，集中进行主要功能分析。,T
204,MGB1420型磨床电气故障检修时，如果KM3不能吸合，应检查电源电压、控制电压是否正常，检查热继电器FR1～FR4是否跳开未复位，触点是否有接触不良现象。,F
205,质量管理是企业经营管理的一个重要内容，是企业的生命线。,T
206,20／5t桥式起重机安装前检查各电器是否良好，如发现质量问题，应定时修理和更换。,F
207,X6132型万能铣床主轴安装刀具完毕后，可将主轴启动，这时应将转换开关断开并扳到位置。,F
208,使用双踪示波器可以直接观测两路信号间的时间差值，一般情况下，被测信号频率较低时采用交替方式。,F
209,X6132型万能铣床调试前，应用万用表检查熔丝是否良好，其型号、规格是否正确。,T
210,20／5t桥式起重机安装前应根据电气控制电路图，检查并清点电气部件和材料是否齐全。,T
211,当操作电气设备时，应填写工作票或按命令执行。,F
212,劳动者患病或负伤后，在规定的医疗期内的，用人单位不得解除劳动合同。,T
213,电路的作用是实现电流的传输和转换、信号的传递和处理。,F
214,CA6140型车床的刀架快速移动电动机必须使用。,T
215,电气测绘一般要求严格按规定步骤进行。,T
216,X6132型万能铣主轴在变速时，为使齿轮便于啮合，需使主轴电动机长时间转动。,F
217,办事公道是指从业人员在进行职业活动时要做到助人为乐，有求必应。,F
218,在MGB1420万能磨床晶闸管直流调速系统控制回路的基本环节中，V34为功率放大器或移相触发器。,F
219,如果加上负载时，电压下降至空载电压的50%左右，且电机有吱吱声，换向器与电刷间火花较大，则可能是有部分电枢绕组短路。,T
220,电容器的容量在选择时，若选得太大，R就必须很小，这将引起单结晶体管直通，而发不出脉冲。,T
221,反复的短时工作制周期时间为T≤10min、工作时间为tg≤4min时，导线的允许电流有下述情况确定：截面小于10mm2的铝线，其允许电流按长期工作制计算。,T
222,20／5t桥式起重机敷线时，进入接线端子箱时，线束用导线捆扎。,F
223,X6132型万能铣床的冷却泵和机床照明灯分别由专门的开关控制。,T
224,创新既不能墨守成规，也不能标新立异。,F
225,由三极管组成的放大电路，主要作用是将微弱的电信号放大成为所需要的较强的电信号。,F
226,从提高测量准确度的角度来看，测量时仪表的准确度等级越高越好，所以在选择仪表时，可不必考虑经济性，尽量追求仪表的高准确度。,F
227,20/5t桥式起重机加载试车调试时，非调试人员应离开现场，进入安全区。,T
228,限位开关的安装 20／5t桥式起重机限位开关包括小车前后极限限位开关，大车左右极限限位开关，但不包括主钩上升极限限位开关。,F
229,MGB1420电动机空载通电调试时，给定电压信号逐渐上升时，电动机速度应平滑上升，无振动、无噪声等异常情况。否则反复调节RP6，直至最佳状态为止。,F
230,拆卸滚动轴承的方法一般有敲打法、钩抓法等。,T
231,若因电动机过载导致直流电动机不能启动时，应将负载降到额定值。,T
232,X6132型万能铣床的全部电动机都不能启动时，如果控制变压器TC无输入电压，可检查电源开关SQ触点是否接触好。,F
233,X6132型万能铣床主轴装刀完毕，且主轴启动后，应将转换开关断开扳到位置。,F
234,晶闸管调速电路常见故障中，电动机M的转速调不下来，可能是给定信号的电压不够。,F
235,在MGB1420万能磨床的内外磨砂轮电动机控制回路中，起到过载保护作用只有FR1～FR3三只热继电器。,F
236,从提高测量准确度的角度来看，测量时仪表的准确度等级越高越好，则仪表测量的准确度越高，其价格也就越贵。,T
237,电解电容有正、负极，使用时负极接高电位，正极接低电位。,F
238,同步测速发电机可分为永磁式、感应式和脉冲式三种。,T
239,变压器是将一种交流电转换成同频率的另一种交流电的静止设备。,T
240,CA6140型车床的主轴、冷却、刀架快速移动分别由三台电动机拖动。,T
241,20/5t桥式起重机保护功能校验与零位启动校验两者步骤不同。,F
242,换相极绕组短路会造成直流电动机转速不正常。,F
243,“短时”运行方式的电动机不能长期运行。,T
244,X6132型万能铣床工作台升降（上下）和横向（前后）移动调试时，通过调整操纵手柄联动机构及限位开关SQ1和SQ4的位置，使开关可靠地动作。,F
245,为了提高工作效率，X6132型万能铣床主轴上刀时可以转动。,F
246,在MGB1420万能磨床中，可用钳型电流表测量设备的绝缘电阻。,F
247,桥式起重机在室内安装时，室内的接地扁钢沿墙敷设，并安装固定扁钢的卡子。,T
248,在爆炸危险场所，如有良好的通风装置，能降低爆炸性混合物的浓度，场所危险等级可以降低。,T
249,桥式起重机接地体埋设时，若条件不允许可在垃圾、灰渣填埋处埋设。,F
250,永磁转子拆出后要注意退磁，同时注意不能吸上铁屑等杂物。,F
251,在电气设备上工作，应填用工作票或按命令执行，其方式有两种。,F
252,质量管理是企业经营管理的一个重要内容，是企业的生命线。,T
253,电动机是使用最普遍的电气设备之一，一般在70～95%额定负载下运行时，效率最低，功率因数大。,F
254,电动机受潮，绝缘电阻下降，应拆除绕组，更换绝缘。,F
255,X6132型万能铣床进给运动时，用于控制工作台向后和向上运动的行程开关是SQ3。,F
256,长时间与强噪声接触，人会感到烦躁不安，甚至丧失理智。,T
257,确定电动机电刷中性线位置时对小型电机，可在电枢上加上试验电压测量励磁绕组的感应电压。,T
258,三相异步电动机的定子电流频率都为工频50Hz。,F
259,企业文化对企业具有整合的功能。,T
260,腐蚀性较大的场所内明敷或暗敷，一般采用电线管。,F
261,起重机照明及信号电路电路所取得的电源，严禁利用起重机壳体或轨道作为工作零线。,T
262,电子测量的频率范围极宽，其频率低端已进入10-2～10-3Hz量级，而高端已达到 4×106Hz。,F
263,劳动者具有在劳动中获得劳动安全和劳动卫生保护的权利。,T
264,20/5t桥式起重机电动机定子回路调试时，反向转动手柄与正向转动手柄，短接情况是完全不同的。,F
265,MGB1420万能磨床晶闸管直流调速系统控制回路的同步信号输入环节中，当控制电路交流电源电压过零的瞬间反向电压为0，V36瞬时导通旁路电容C2，以清除残余脉冲电压。,F
266,桥式起重机根据小车在使用过程中不断运动的特点，通常有软线和硬线两种供、馈电线路。,T
267,电压表的读数公式为：U=E+I。,F
268,晶体管毫伏表是一种测量音频正弦电压的电子仪表。,T
269,复合逻辑门电路由基本逻辑门电路组成，如与非门、或非门等。,T
270,双向晶闸管一般用于交流调压电路。,T
271,放大电路的静态值稳定常采用的方法是分压式偏置共射放大电路。,T
272,单相半波可控整流电路中，控制角α越大，输出电压Ud越大。,F
273,单相半波可控整流电路电阻性负载，控制角α的移相范围是0～180°。,T
274,△接法的异步电动机可选用两相结构的热继电器。,F
275,三相异步电动机反接制动时定子绕组中通入单相交流电。,F
276,三相异步电动机的转差率小于零时，工作在再生制动状态。,T
277,C6150车床主轴电动机反转时，主轴的转向也跟着改变。,F
278,C6150车床电源进线开关一相接触不良将造成4台电动机都无法启动。,T
279,Z3040摇臂钻床中行程开关SQ2安装位置不当或发生移动时会造成摇臂不能升降。,T
280,在使用光电开关时，应注意环境条件，使光电开关能够正常可靠的工作。,T
281,高频振荡型接近开关和电容型接近开关对环境条件的要求较高。,F
282,FX编程器在使用双功能键时键盘中都有多个选择键。,F
283,交—交变频是把工频交流电整流为直流电，然后再把直流电逆变为所需频率的交流电。,F
284,职业道德是一种强制性的约束机制。,F
285,向企业员工灌输的职业道德太多了，容易使员工产生谨小慎微的观念。,F
286,从业人员在职业活动中做到表情冷漠、严肃待客是符合职业道德规范要求的。,F
287,在市场经济条件下，克服利益导向是职业道德社会功能的表现。,F
288,市场经济时代，勤劳是需要的，而节俭则不宜提倡。,F
289,没有生命危险的职业活动中，不需要制定安全操作规程。,F
290,感应电流产生的磁通总是阻碍原磁通的变化。,T
291,正弦量可以用相量表示，因此可以说，相量等于正弦量。,F
292,在感性负载两端并联合适的电容器，可以减小电源供给负载的无功功率。,T
293,三相负载作三角形联结时，测得三个相电流值相等，则三相负载为对称负载。,F
294,喷灯是一种利用燃烧对工件进行加工的工具，常用于锡焊。,F
295,电伤伤害是造成触电死亡的主要原因，是最严重的触电事故。,F
296,电流对人体的伤害可分为电击和电伤。,T
297,发电机发出的“嗡嗡”声，属于气体动力噪音。,F
298,信号发生器的振荡电路通常采用RC串并联选频电路。,T
299,示波管是示波器的核心，由电子枪、偏转系统及荧光屏三部分组成。,T
300,示波器的带宽是测量交流信号时，示波器所能测试的最大频率。,T
301,晶体管特性图示仪可以从示波管的荧光屏上自动显示同一半导体管子的四种h参数。,F
302,三端集成稳压电路可分正输出电压和负输出电压两大类。,T
303,复合逻辑门电路由基本逻辑门电路组成，如与非门、或非门等。,T
304,TTL逻辑门电路的高电平、低电平与CMOS逻辑门电路的高、低电平数值是一样的。,F
305,双向晶闸管一般用于交流调压电路。,T
306,单结晶体管只有一个PN结，符号与普通二极管一样。,F
307,集成运放具有高可靠性、使用方便、放大性能好的特点。,T
308,劳动者的基本权利中遵守劳动纪律是最主要的权利。,F
309,中华人民共和国电力法规定电力事业投资，实行谁投资、谁收益的原则。,T
310,当直流单臂电桥达到平衡时，检流计值越大越好。,F
311,直流双臂电桥用于测量电机绕组、变压器绕组等小值电阻。,T
312,直流单臂电桥有一个比率而直流双臂电桥有两个比率。,T
313,手持式数字万用表又称为低档数字万用表，按测试精度可分为三位半、四位半。,T
314,晶体管毫伏表是一种测量音频正弦电压的电子仪表。,T
315,复合逻辑门电路由基本逻辑门电路组成，如与非门、或非门等。,T
316,共基极放大电路也具有稳定静态工作点的效果。,T
317,集成运放工作在非线性场合也要加负反馈。,F
318,常用逻辑门电路的逻辑功能由基本逻辑门组成。,T
319,单相桥式可控整流电路中，两组晶闸管交替轮流工作。,T
320,单结晶体管触发电路输出尖脉冲。,T
321,熔断器用于三相异步电动机的过载保护。,F
322,按钮和行程开关都是主令电器，因此两者可以互换。,F
323,电气控制线路中指示灯的颜色与对应功能的按钮颜色一般是相同的。,T
324,通电延时型与断电延时型时间继电器的基本功能一样，可以互换。,F
325,直流电动机结构复杂、价格贵、维护困难，但是启动、调速性能优良。,T
326,三相异步电动机的位置控制电路中需要行程开关或相应的传感器。,T
327,M7130平面磨床的主电路中有三台电动机。,T
328,Z3040摇臂钻床控制电路的电源电压为直流220V。,F
329,新一代光电开关器件具有延时、展宽、外同步、抗相互干扰等智能化功能，但是存在响应速度低、精度差及寿命短等缺点。,F
330,磁性开关可以用于检测电磁场的强度。,F
331,可编程序控制器具有复杂逻辑运算功能，而继电器控制不能够实现。,T
332,FX2N-40ER表示F系列扩展单元，输入和输出总点数为40，继电器输出方式。,T
333,PLC梯形图编程时，多个输出继电器的线圈不能并联放在右端。,F
334,变频调速的基本控制方式是在额定频率以下的恒磁通变频调速和额定频率以上的恒转矩调速。,F
335,桥式起重机电源线接线完毕后，用万用表检测是否有短路现象。确认完好后，在导管两端分别套上封盖端帽。,F
336,20/5t桥式起重机零位校验时，把凸轮控制器置于“零”位。,T
337,触电的形式是多种多样的，但除了因电弧灼伤及熔融的金属飞溅灼伤外，可大致归纳为三种形式。,T
338,电子测量的频率范围极宽，其频率低端已进入10-2～10-3Hz量级，而高端已达到 4×106Hz。,F
339,CA6140型车床的刀架快速移动电动机必须使用。,T
340,直流电动机换向极的结构与主磁极相似。,T
341,为了得到最大的支路感应电动势，要求互相并联的元件的感应电动势方向相同，能相互叠加。,F
342,MGB1420万能磨床的工件电动机控制回路中，将SAl扳在试挡时， 直流电动机M处于低速点动状态。,T
343,为确保安全，20/5t桥式起重机主钩上升控制调试时，可首先将主钩上升极限位置开关上调到某一位置，确认限位开关保护功能正常后，再恢复到正常位置。,F
344,分析控制电路时，如线路较简单，则可先排除照明、显示等与控制关系不密切的电路，集中进行主要功能分析。,F
345,劳动者具有在劳动中获得劳动安全和劳动卫生保护的权利。,T
346,频率越高或电感越大，则感抗越大，对交流电的阻碍作用越大。,T
347,晶闸管调速电路常见故障中，电动机M的转速调不下来，可能是给定信号的电压不够。,F
348,在对电气设备进行操作时，应填写工作票或按命令执行，其方式有两种。,F
349,电子测量的频率范围极宽，其频率低端已进入10-2～10-3Hz量级，而高端已达到 4×108Hz。,F
350,差动放大电路可以用来消除零点漂移。,T
351,单相半波可控整流电路电感性负载，控制角α的移相范围是0～180°。,F
352,单相桥式可控整流电路电感性负载，输出电流的有效值等于平均值。,T
353,电气控制线路中指示灯的颜色与对应功能的按钮颜色一般是相同的。,T
354,一台电动机启动后另一台电动机才能启动的控制方式称为顺序控制。,T
355,三相异步电动机的位置控制电路中一定有速度继电器。,F
356,三相异步电动机能耗制动的过程可用热继电器来控制。,F
357,三相异步电动机倒拉反接制动的主电路与反转的主电路类似。,F
358,同步电动机的启动方法与异步电动机一样。,F
359,M7130平面磨床的三台电动机都不能启动的大多原因是整流变压器没有输出电压，使电动机的控制电路处于断电状态。,F
360,Z3040摇臂钻床控制电路的电源电压为交流110V。,T
361,Z3040摇臂钻床主轴电动机的控制电路中利用接触器互锁。,F
362,PLC不能应用于过程控制。,F
363,PLC中辅助继电器、定时器、计数器的触点可使用多次。,T
364,FX2N控制的电动机正反转线路，交流接触器线圈电路中不需要使用触点硬件互锁。,F
